Species,Endemicity
Thylamys pusillus,Continental
Thylamys fenestrae,Continental
Philander olrogi,Continental
Thylamys pulchellus,Continental
Thylamys citellus,Continental
Callicebus caquetensis,Continental
Thylamys pallidior,Continental
Isothrix barbarabrownae,Continental
Neodon linzhiensis,Continental
Pseudoberylmys muongbangensis,Continental
Hylomyscus walterverheyeni,Continental
Cervus canadensis,Continental
Macroscelides proboscideus,Continental
Crocidura phanluongi,Continental
Macroscelides flavicaudatus,Continental
Macroscelides micus,Continental
Apodemus avicennicus,Continental
Crocidura sokolovi,Continental
Sylvisorex akaibei,Continental
Sylvisorex silvanorum,Continental
Euroscaptor subanura,Continental
Crocidura zaitsevi,Continental
Myosorex bururiensis,Continental
Myosorex jejei,Continental
Jaculus thaleri,Continental
Dendromus lachaisei,Continental
Dendromus ruppi,Continental
Myosorex gnoskei,Continental
Suncus hututsi,Continental
Surdisorex schlitteri,Continental
Grammomys selousi,Continental
Hylomyscus pamfi,Continental
Petaurista mechukaensis,Continental
Petaurista mishmiensis,Continental
Acomys spinosissimus,Continental
Abrawayaomys ruschii,Continental
Phyllomys sulinus,Continental
Lophuromys flavopunctatus,Continental
Lagidium ahuacaense,Continental
Bassaricyon neblina,Continental
Bassaricyon alleni,Continental
Bassaricyon medius,Continental
Bassaricyon gabbii,Continental
Monodelphis peruviana,Continental
Monodelphis adusta,Continental
Thylamys cinderella,Continental
Marmosops pakaraimae,Continental
Caenolestes sangay,Continental
Leopardus guttulus,Continental
Leopardus tigrinus,Continental
Lutreolina massoia,Continental
Pseudois nayaur,Continental
Alticola barakshin,Continental
Ammotragus lervia,Continental
Crocidura religiosa,Continental
Fukomys foxi,Continental
Aethomys silindensis,Continental
Capra walie,Continental
Melogale cucphuongensis,Continental
Crocidura picea,Continental
Arctonyx albogularis,Continental
Herpestes auropunctatus,Continental
Arctonyx collaris,Continental
Mustela russelliana,Continental
Mustela tonkinensis,Continental
Nasuella olivacea,Continental
Nasuella meridensis,Continental
Dusicyon avus,Continental
Ochotona mantchurica,Continental
Ochotona syrinx,Continental
Tympanoctomys kirchnerorum,Continental
Galea musteloides,Continental
Galea comes,Continental
Galea leucoblephara,Continental
Cavia aperea,Continental
Cavia patzelti,Continental
Coendou baturitensis,Continental
Ochotona coreana,Continental
Marmosops impavidus,Continental
Dasyprocta croconota,Continental
Dasyprocta punctata,Continental
Dasyprocta variegata,Continental
Dasyprocta iacki,Continental
Perodicticus potto,Continental
Papio cynocephalus,Continental
Isothrix bistriata,Continental
Isothrix orinoci,Continental
Toromys rhipidurus,Continental
Thrichomys laurentius,Continental
Pattonomys carrikeri,Continental
Dipodomys phillipsii,Continental
Pattonomys semivillosus,Continental
Pappogeomys bulleri,Continental
Thomasomys aureus,Continental
Heterogeomys cherriei,Continental
Heterogeomys dariensis,Continental
Monodelphis scalops,Continental
Monodelphis glirina,Continental
Ochotona pallasii,Continental
Ochotona opaca,Continental
Akodon varius,Continental
Cryptotis gracilis,Continental
Cryptotis hondurensis,Continental
Phyllomys brasiliensis,Continental
Echimys chrysurus,Continental
Abrocoma boliviensis,Continental
Acinonyx jubatus,Continental
Acomys cilicicus,Continental
Akodon dolores,Continental
Aconaemys sagei,Continental
Blastocerus dichotomus,Continental
Acomys ignitus,Continental
Acomys mullah,Continental
Acomys russatus,Continental
Acomys subspinosus,Continental
Aconaemys fuscus,Continental
Addax nasomaculatus,Continental
Handleyomys fuscatus,Continental
Aepeomys lugens,Continental
Aepyceros melampus,Continental
Aeretes melanopterus,Continental
Aethomys stannarius,Continental
Abrothrix illutea,Continental
Cuniculus paca,Continental
Cuniculus taczanowskii,Continental
Ailuropoda melanoleuca,Continental
Akodon aerosus,Continental
Akodon affinis,Continental
Neomicroxus bogotensis,Continental
Akodon boliviensis,Continental
Akodon budini,Continental
Akodon kofordi,Continental
Abrothrix lanosus,Continental
Neomicroxus latebricola,Continental
Akodon lindberghi,Continental
Akodon mollis,Continental
Akodon neocenus,Continental
Thaptomys nigrita,Continental
Abrothrix olivaceus,Continental
Akodon orophilus,Continental
Akodon lutescens,Continental
Akodon toba,Continental
Ammodillus imbellis,Continental
Akodon sanctipaulensis,Continental
Akodon siberiae,Continental
Akodon simulator,Continental
Akodon subfuscus,Continental
Akodon surdus,Continental
Akodon sylvanus,Continental
Alcelaphus buselaphus,Continental
Allactaga tetradactyla,Continental
Allactaga balikunica,Continental
Allactaga euphratica,Continental
Allenopithecus nigroviridis,Continental
Allactaga firouzi,Continental
Allactaga vinogradovi,Continental
Alouatta pigra,Continental
Alticola albicaudus,Continental
Ammospermophilus nelsoni,Continental
Alouatta ululata,Continental
Neamblysomus julianae,Continental
Andalgalomys olrogi,Continental
Alticola tuvinicus,Continental
Ammodorcas clarkei,Continental
Neamblysomus gunningi,Continental
Antechinus leo,Continental
Anomalurus pelii,Continental
Anomalurus pusillus,Continental
Anotomys leander,Continental
Antechinus agilis,Continental
Antilope cervicapra,Continental
Colobus polykomos,Continental
Antechinomys laniger,Continental
Antechinus godmani,Continental
Aonyx capensis,Continental
Aonyx congicus,Continental
Aotus miconax,Continental
Aotus lemurinus,Continental
Apodemus rusiges,Continental
Apodemus gurkha,Continental
Crocidura desperata,Continental
Arborimus albipes,Continental
Arborimus pomo,Continental
Arctocebus aureus,Continental
Arctocebus calabarensis,Continental
Arvicanthis abyssinicus,Continental
Arvicanthis nairobae,Continental
Arvicola sapidus,Continental
Dasypus pilosus,Continental
Dasycercus blythi,Continental
Heteromys nelsoni,Continental
Ateles belzebuth,Continental
Ateles geoffroyi,Continental
Dasymys foxi,Continental
Ateles marginatus,Continental
Ateles paniscus,Continental
Auliscomys boliviensis,Continental
Bathyergus janetta,Continental
Bathyergus suillus,Continental
Brachyteles arachnoides,Continental
Bassariscus sumichrasti,Continental
Berylmys manipulus,Continental
Vulpes rueppellii,Continental
Bdeogale jacksoni,Continental
Budorcas taxicolor,Continental
Vormela peregusna,Continental
Gerbillus hesperinus,Continental
Bos sauveli,Continental
Bos gaurus,Continental
Heteromys oresterus,Continental
Berylmys mackenziei,Continental
Bibimys chacoensis,Continental
Bison bonasus,Continental
Bison bison,Continental
Blanfordimys bucharensis,Continental
Grammomys aridulus,Continental
Thylogale thetis,Continental
Blanfordimys afghanus,Continental
Blarinella wardi,Continental
Necromys obscurus,Continental
Necromys punctulatus,Continental
Brachylagus idahoensis,Continental
Bos mutus,Continental
Brachyteles hypoxanthus,Continental
Bradypus torquatus,Continental
Bradypus tridactylus,Continental
Bradypus variegatus,Continental
Capra falconeri,Continental
Bunolagus monticularis,Continental
Burramys parvus,Continental
Cacajao calvus,Continental
Callicebus oenanthe,Continental
Callicebus olallae,Continental
Callosciurus quinquestriatus,Continental
Capra caucasica,Continental
Calomys boliviae,Continental
Calcochloris obtusirostris,Continental
Calomys callidus,Continental
Callicebus dubius,Continental
Callicebus personatus,Continental
Callimico goeldii,Continental
Callithrix flaviceps,Continental
Callithrix kuhlii,Continental
Callosciurus inornatus,Continental
Capra cylindricornis,Continental
Capra nubiana,Continental
Callosciurus phayrei,Continental
Callosciurus pygerythrus,Continental
Calomyscus mystax,Continental
Calomyscus urartensis,Continental
Caluromys derbianus,Continental
Caluromys lanatus,Continental
Caluromysiops irrupta,Continental
Canis simensis,Continental
Canis adustus,Continental
Canis mesomelas,Continental
Canis latrans,Continental
Cansumys canus,Continental
Canis rufus,Continental
Leptailurus serval,Continental
Capra pyrenaica,Continental
Cercopithecus hamlyni,Continental
Capricornis rubidus,Continental
Capricornis thar,Continental
Caprolagus hispidus,Continental
Chinchillula sahamae,Continental
Cardiocranius paradoxus,Continental
Euneomys mordax,Continental
Carterodon sulcidens,Continental
Euoticus elegantulus,Continental
Catagonus wagneri,Continental
Allochrocebus lhoesti,Continental
Cavia magna,Continental
Sapajus xanthosternos,Continental
Chiroderma trinitatum,Continental_and_insular
Chaerephon pumilus,Continental_and_insular
Chaerephon jobensis,Continental_and_insular
Chaerephon plicatus,Continental_and_insular
Chaerephon johorensis,Continental_and_insular
Chalinolobus nigrogriseus,Continental_and_insular
Chalinolobus gouldii,Continental_and_insular
Chalinolobus morio,Continental_and_insular
Cloeotis percivali,Continental_and_insular
Cheiromeles torquatus,Continental_and_insular
Murina ussuriensis,Continental_and_insular
Chiroderma villosum,Continental_and_insular
Chironax melanocephalus,Continental_and_insular
Coelops frithii,Continental_and_insular
Coelops robinsoni,Continental_and_insular
Choeroniscus minor,Continental_and_insular
Murina aenea,Continental_and_insular
Coleura afra,Continental_and_insular
Cynopterus sphinx,Continental_and_insular
Cynopterus brachyotis,Continental_and_insular
Cynopterus horsfieldii,Continental_and_insular
Rousettus amplexicaudatus,Continental_and_insular
Desmodus rotundus,Continental_and_insular
Glossophaga longirostris,Continental_and_insular
Diaemus youngi,Continental_and_insular
Leptonycteris curasoae,Continental_and_insular
Diclidurus albus,Continental_and_insular
Eidolon helvum,Continental_and_insular
Dyacopterus spadiceus,Continental_and_insular
Emballonura monticola,Continental_and_insular
Hipposideros ater,Continental_and_insular
Epomophorus wahlbergi,Continental_and_insular
Hipposideros diadema,Continental_and_insular
Eonycteris spelaea,Continental_and_insular
Eptesicus nilssonii,Continental_and_insular
Eptesicus serotinus,Continental_and_insular
Vespadelus finlaysoni,Continental_and_insular
Eptesicus bottae,Continental_and_insular
Vespadelus caurinus,Continental_and_insular
Vespadelus darlingtoni,Continental_and_insular
Vespadelus vulturnus,Continental_and_insular
Eptesicus fuscus,Continental_and_insular
Eptesicus innoxius,Continental_and_insular
Eptesicus nasutus,Continental_and_insular
Eptesicus platyops,Continental_and_insular
Vespadelus regulus,Continental_and_insular
Vespadelus troughtoni,Continental_and_insular
Eumops auripendulus,Continental_and_insular
Eumops perotis,Continental_and_insular
Furipterus horrens,Continental_and_insular
Glossophaga soricina,Continental_and_insular
Glischropus tylopus,Continental_and_insular
Harpiocephalus harpia,Continental_and_insular
Hesperoptenus tomesi,Continental_and_insular
Hesperoptenus blanfordi,Continental_and_insular
Hesperoptenus doriae,Continental_and_insular
Hesperoptenus tickelli,Continental_and_insular
Hipposideros bicolor,Continental_and_insular
Hipposideros ridleyi,Continental_and_insular
Hipposideros armiger,Continental_and_insular
Hipposideros cervinus,Continental_and_insular
Hipposideros caffer,Continental_and_insular
Hipposideros cyclops,Continental_and_insular
Hipposideros cineraceus,Continental_and_insular
Hipposideros curtus,Continental_and_insular
Tadarida teniotis,Continental_and_insular
Hipposideros dyacorum,Continental_and_insular
Hipposideros fulvus,Continental_and_insular
Hipposideros galeritus,Continental_and_insular
Hipposideros larvatus,Continental_and_insular
Hipposideros doriae,Continental_and_insular
Hipposideros lankadiva,Continental_and_insular
Hipposideros lekaguli,Continental_and_insular
Micronycteris schmidtorum,Continental_and_insular
Glyphonycteris sylvestris,Continental_and_insular
Hipposideros ruber,Continental_and_insular
Hipposideros pomona,Continental_and_insular
Kerivoula picta,Continental_and_insular
Hipposideros pratti,Continental_and_insular
Hipposideros semoni,Continental_and_insular
Hipposideros speoris,Continental_and_insular
Hipposideros stenotis,Continental_and_insular
Macroglossus minimus,Continental_and_insular
Hipposideros turpis,Continental_and_insular
Macroglossus sobrinus,Continental_and_insular
Phoniscus atrox,Continental_and_insular
Kerivoula flora,Continental_and_insular
Kerivoula hardwickii,Continental_and_insular
Phoniscus jagorii,Continental_and_insular
Kerivoula papillosa,Continental_and_insular
Kerivoula intermedia,Continental_and_insular
Kerivoula minuta,Continental_and_insular
Phoniscus papuensis,Continental_and_insular
Kerivoula pellucida,Continental_and_insular
Kerivoula whiteheadi,Continental_and_insular
Lasiurus ega,Continental_and_insular
Lasionycteris noctivagans,Continental_and_insular
Lasiurus cinereus,Continental_and_insular
Lasiurus borealis,Continental_and_insular
Lonchorhina aurita,Continental_and_insular
Tadarida brasiliensis,Continental_and_insular
Macroderma gigas,Continental_and_insular
Macrotus waterhousii,Continental_and_insular
Scotorepens orion,Continental_and_insular
Scoteanax rueppellii,Continental_and_insular
Megaderma lyra,Continental_and_insular
Megaderma spasma,Continental_and_insular
Megaerops ecaudatus,Continental_and_insular
Megaerops niphanae,Continental_and_insular
Megaerops wetmorei,Continental_and_insular
Mesophylla macconnelli,Continental_and_insular
Lampronycteris brachyotis,Continental_and_insular
Micronycteris hirsuta,Continental_and_insular
Micronycteris megalotis,Continental_and_insular
Mops brachypterus,Continental_and_insular
Micronycteris minuta,Continental_and_insular
Trinycteris nicefori,Continental_and_insular
Mimetillus moloneyi,Continental_and_insular
Mimon crenulatum,Continental_and_insular
Molossus coibensis,Continental_and_insular
Molossus molossus,Continental_and_insular
Pipistrellus abramus,Continental_and_insular
Cynomops greenhalli,Continental_and_insular
Molossus aztecus,Continental_and_insular
Molossus sinaloae,Continental_and_insular
Mops condylurus,Continental_and_insular
Mops thersites,Continental_and_insular
Mormopterus acetabulosus,Continental_and_insular
Mops midas,Continental_and_insular
Mops mops,Continental_and_insular
Mormoops megalophylla,Continental_and_insular
Mormopterus beccarii,Continental_and_insular
Mormopterus norfolkensis,Continental_and_insular
Mormopterus planiceps,Continental_and_insular
Murina florium,Continental_and_insular
Murina rozendaali,Continental_and_insular
Murina suilla,Continental_and_insular
Murina cyclotis,Continental_and_insular
Murina leucogaster,Continental_and_insular
Ametrida centurio,Continental_and_insular
Hypsignathus monstrosus,Continental_and_insular
Lasiurus intermedius,Continental_and_insular
Pteronotus personatus,Continental_and_insular
Lophostoma brasiliense,Continental_and_insular
Myotis bechsteinii,Continental_and_insular
Myotis adversus,Continental_and_insular
Myotis blythii,Continental_and_insular
Myotis brandtii,Continental_and_insular
Myotis capaccinii,Continental_and_insular
Myotis dasycneme,Continental_and_insular
Pteropus giganteus,Continental_and_insular
Myotis daubentonii,Continental_and_insular
Myotis emarginatus,Continental_and_insular
Myotis myotis,Continental_and_insular
Myotis mystacinus,Continental_and_insular
Myotis nattereri,Continental_and_insular
Myotis altarium,Continental_and_insular
Myotis ater,Continental_and_insular
Myotis australis,Continental_and_insular
Myotis bombinus,Continental_and_insular
Myotis chinensis,Continental_and_insular
Myotis evotis,Continental_and_insular
Myotis formosus,Continental_and_insular
Myotis frater,Continental_and_insular
Myotis hasseltii,Continental_and_insular
Myotis hermani,Continental_and_insular
Myotis horsfieldii,Continental_and_insular
Myotis macrodactylus,Continental_and_insular
Myotis ikonnikovi,Continental_and_insular
Myotis keaysi,Continental_and_insular
Myotis keenii,Continental_and_insular
Myotis lucifugus,Continental_and_insular
Myotis muricola,Continental_and_insular
Myotis nesopolus,Continental_and_insular
Myotis montivagus,Continental_and_insular
Myotis pilosus,Continental_and_insular
Myotis ridleyi,Continental_and_insular
Myotis vivesi,Continental_and_insular
Myotis septentrionalis,Continental_and_insular
Myotis siligorensis,Continental_and_insular
Natalus tumidirostris,Continental_and_insular
Noctilio leporinus,Continental_and_insular
Nycteris tragata,Continental_and_insular
Nyctalus leisleri,Continental_and_insular
Nycteris arge,Continental_and_insular
Nyctalus lasiopterus,Continental_and_insular
Nyctalus noctula,Continental_and_insular
Nyctalus aviator,Continental_and_insular
Nycteris grandis,Continental_and_insular
Nycteris hispida,Continental_and_insular
Nycteris macrotis,Continental_and_insular
Nycteris thebaica,Continental_and_insular
Scotorepens sanborni,Continental_and_insular
Nyctimene robinsoni,Continental_and_insular
Nyctinomops laticaudatus,Continental_and_insular
Nyctinomops macrotis,Continental_and_insular
Nyctophilus bifax,Continental_and_insular
Nyctophilus arnhemensis,Continental_and_insular
Nyctophilus geoffroyi,Continental_and_insular
Nyctophilus gouldi,Continental_and_insular
Pteropus vampyrus,Continental_and_insular
Rhinolophus borneensis,Continental_and_insular
Peropteryx kappleri,Continental_and_insular
Peropteryx macrotis,Continental_and_insular
Penthetor lucasi,Continental_and_insular
Philetor brachypterus,Continental_and_insular
Pipistrellus kuhlii,Continental_and_insular
Phyllostomus discolor,Continental_and_insular
Phyllostomus hastatus,Continental_and_insular
Pipistrellus javanicus,Continental_and_insular
Pipistrellus nathusii,Continental_and_insular
Pipistrellus pipistrellus,Continental_and_insular
Pipistrellus adamsi,Continental_and_insular
Falsistrellus affinis,Continental_and_insular
Pipistrellus ceylonicus,Continental_and_insular
Pipistrellus coromandra,Continental_and_insular
Scotozous dormeri,Continental_and_insular
Rhinolophus maclaudi,Continental_and_insular
Rhinolophus macrotis,Continental_and_insular
Hypsugo macrotis,Continental_and_insular
Falsistrellus mordax,Continental_and_insular
Pipistrellus nanulus,Continental_and_insular
Pipistrellus permixtus,Continental_and_insular
Pipistrellus pulveratus,Continental_and_insular
Pipistrellus rueppellii,Continental_and_insular
Pipistrellus stenopterus,Continental_and_insular
Falsistrellus tasmaniensis,Continental_and_insular
Pipistrellus tenuis,Continental_and_insular
Pipistrellus westralis,Continental_and_insular
Plecotus austriacus,Continental_and_insular
Plecotus auritus,Continental_and_insular
Corynorhinus mexicanus,Continental_and_insular
Promops centralis,Continental_and_insular
Promops nasutus,Continental_and_insular
Pteropus alecto,Continental_and_insular
Pteronotus davyi,Continental_and_insular
Pteropus conspicillatus,Continental_and_insular
Rhinolophus pusillus,Continental_and_insular
Rhinolophus coelophyllus,Continental_and_insular
Pteropus poliocephalus,Continental_and_insular
Pteropus scapulatus,Continental_and_insular
Rhinolophus ferrumequinum,Continental_and_insular
Rhinolophus hipposideros,Continental_and_insular
Rhinolophus blasii,Continental_and_insular
Rhinolophus euryale,Continental_and_insular
Rhinolophus mehelyi,Continental_and_insular
Rhinolophus acuminatus,Continental_and_insular
Rhinolophus affinis,Continental_and_insular
Rhinolophus alcyone,Continental_and_insular
Rhinolophus capensis,Continental_and_insular
Rhinolophus clivosus,Continental_and_insular
Rhinolophus deckenii,Continental_and_insular
Rhinolophus eloquens,Continental_and_insular
Rhinolophus hildebrandtii,Continental_and_insular
Rhinolophus malayanus,Continental_and_insular
Rhinolophus luctus,Continental_and_insular
Rhinolophus megaphyllus,Continental_and_insular
Rhinolophus landeri,Continental_and_insular
Rhinolophus lepidus,Continental_and_insular
Rhinolophus pearsonii,Continental_and_insular
Rhinolophus philippinensis,Continental_and_insular
Rhinolophus rouxii,Continental_and_insular
Rhinolophus shameli,Continental_and_insular
Rhinolophus sedulus,Continental_and_insular
Rhinolophus simulator,Continental_and_insular
Rhinolophus trifoliatus,Continental_and_insular
Rhinolophus stheno,Continental_and_insular
Rhinolophus swinnyi,Continental_and_insular
Rhinopoma hardwickii,Continental_and_insular
Rhinolophus yunanensis,Continental_and_insular
Rhinonicteris aurantia,Continental_and_insular
Rhinopoma microphyllum,Continental_and_insular
Rhogeessa minutilla,Continental_and_insular
Rhynchonycteris naso,Continental_and_insular
Saccolaimus saccolaimus,Continental_and_insular
Saccopteryx canescens,Continental_and_insular
Rousettus leschenaultii,Continental_and_insular
Saccolaimus flaviventris,Continental_and_insular
Saccolaimus mixtus,Continental_and_insular
Saccolaimus peli,Continental_and_insular
Saccopteryx bilineata,Continental_and_insular
Saccopteryx leptura,Continental_and_insular
Scotomanes ornatus,Continental_and_insular
Scotonycteris zenkeri,Continental_and_insular
Scotophilus dinganii,Continental_and_insular
Scotophilus heathii,Continental_and_insular
Scotophilus kuhlii,Continental_and_insular
Scotophilus nux,Continental_and_insular
Scotophilus viridis,Continental_and_insular
Sphaerias blanfordi,Continental_and_insular
Sturnira lilium,Continental_and_insular
Sturnira tildae,Continental_and_insular
Syconycteris australis,Continental_and_insular
Tadarida aegyptiaca,Continental_and_insular
Tadarida fulminans,Continental_and_insular
Taphozous georgianus,Continental_and_insular
Taphozous australis,Continental_and_insular
Taphozous longimanus,Continental_and_insular
Taphozous hildegardeae,Continental_and_insular
Taphozous mauritianus,Continental_and_insular
Taphozous melanopogon,Continental_and_insular
Taphozous theobaldi,Continental_and_insular
Taphozous nudiventris,Continental_and_insular
Taphozous perforatus,Continental_and_insular
Trachops cirrhosus,Continental_and_insular
Triaenops persicus,Continental_and_insular
Uroderma bilobatum,Continental_and_insular
Tylonycteris pachypus,Continental_and_insular
Tylonycteris robustula,Continental_and_insular
Vampyrum spectrum,Continental_and_insular
Vespertilio murinus,Continental_and_insular
Vespertilio sinensis,Continental_and_insular
Rousettus aegyptiacus,Continental_and_insular
Rhinolophus beddomei,Continental_and_insular
Rhinolophus sinicus,Continental_and_insular
Tonatia saurophila,Continental_and_insular
Arielulus circumdatus,Continental_and_insular
Hipposideros gigas,Continental_and_insular
Myotis punicus,Continental_and_insular
Lissonycteris angolensis,Continental_and_insular
Glauconycteris beatrix,Continental_and_insular
Glauconycteris poensis,Continental_and_insular
Pipistrellus ariel,Continental_and_insular
Pipistrellus anchietae,Continental_and_insular
Hypsugo savii,Continental_and_insular
Neoromicia capensis,Continental_and_insular
Neoromicia melckorum,Continental_and_insular
Neoromicia nana,Continental_and_insular
Neoromicia tenuipinnis,Continental_and_insular
Rhinolophus robinsoni,Continental_and_insular
Hipposideros orbiculus,Continental_and_insular
Centronycteris centralis,Continental_and_insular
Hipposideros vittatus,Continental_and_insular
Myotis dinellii,Continental_and_insular
Plecotus macrobullaris,Continental_and_insular
Histiotus magellanicus,Continental_and_insular
Natalus mexicanus,Continental_and_insular
Murina hilgendorfi,Continental_and_insular
Kerivoula lenis,Continental_and_insular
Myotis laniger,Continental_and_insular
Plecotus kolombatovici,Continental_and_insular
Dermanura rosenbergi,Continental_and_insular
Myotis macropus,Continental_and_insular
Myotis aurascens,Continental_and_insular
Mimon cozumelae,Continental_and_insular
Plecotus ognevi,Continental_and_insular
Pipistrellus pygmaeus,Continental_and_insular
Myotis alcathoe,Continental_and_insular
Lasiurus varius,Continental_and_insular
Tadarida insignis,Continental_and_insular
Pipistrellus hesperidus,Continental_and_insular
Mormopterus loriae,Continental_and_insular
Eumops patagonicus,Continental_and_insular
Nyctalus plancyi,Continental_and_insular
Dobsonia moluccensis,Continental_and_insular
Epomophorus minor,Continental_and_insular
Dermanura glauca,Continental_and_insular
Dermanura phaeotis,Continental_and_insular
Eumops wilsoni,Continental_and_insular
Eumops glaucinus,Continental_and_insular
Rhogeessa io,Continental_and_insular
Vampyrodes caraccioli,Continental_and_insular
Anoura geoffroyi,Continental_and_insular
Artibeus jamaicensis,Continental_and_insular
Artibeus schwartzi,Continental_and_insular
Lasiurus blossevillii,Continental_and_insular
Dermanura watsoni,Continental_and_insular
Balionycteris maculata,Continental_and_insular
Aethalops alecto,Continental_and_insular
Mops spurrelli,Continental_and_insular
Amorphochilus schnablii,Continental_and_insular
Antrozous pallidus,Continental_and_insular
Aselliscus stoliczkanus,Continental_and_insular
Enchisthenes hartii,Continental_and_insular
Artibeus hirsutus,Continental_and_insular
Artibeus lituratus,Continental_and_insular
Asellia patrizii,Continental_and_insular
Asellia tridens,Continental_and_insular
Barbastella barbastellus,Continental_and_insular
Barbastella leucomelas,Continental_and_insular
Carollia perspicillata,Continental_and_insular
Centurio senex,Continental_and_insular
Cephalophus adersi,Continental_and_insular
Philantomba monticola,Continental_and_insular
Cephalophus ogilbyi,Continental_and_insular
Cercartetus caudatus,Continental_and_insular
Cercopithecus mitis,Continental_and_insular
Lagostrophus fasciatus,Continental_and_insular
Cercopithecus erythrotis,Continental_and_insular
Odocoileus hemionus,Continental_and_insular
Cercopithecus nictitans,Continental_and_insular
Cercopithecus petaurista,Continental_and_insular
Allochrocebus preussi,Continental_and_insular
Cerdocyon thous,Continental_and_insular
Capreolus capreolus,Continental_and_insular
Rucervus eldii,Continental_and_insular
Chaetodipus fallax,Continental_and_insular
Chaetodipus arenarius,Continental_and_insular
Myodes rufocanus,Continental_and_insular
Chironectes minimus,Continental_and_insular
Conilurus penicillatus,Continental_and_insular
Dasyurus hallucatus,Continental_and_insular
Colobus satanas,Continental_and_insular
Crocidura malayana,Continental_and_insular
Panthera onca,Continental_and_insular
Panthera pardus,Continental_and_insular
Panthera tigris,Continental_and_insular
Sundamys muelleri,Continental_and_insular
Petrogale burbidgei,Continental_and_insular
Cuon alpinus,Continental_and_insular
Cynogale bennettii,Continental_and_insular
Ctenomys talarum,Continental_and_insular
Cyclopes didactylus,Continental_and_insular
Dactylopsila trivirgata,Continental_and_insular
Dasypus novemcinctus,Continental_and_insular
Dasyurus viverrinus,Continental_and_insular
Dasyurus maculatus,Continental_and_insular
Dendrohyrax dorsalis,Continental_and_insular
Delomys sublineatus,Continental_and_insular
Zyzomys woodwardi,Continental_and_insular
Dicerorhinus sumatrensis,Continental_and_insular
Dremomys rufigenis,Continental_and_insular
Dromiciops gliroides,Continental_and_insular
Echymipera rufescens,Continental_and_insular
Elephas maximus,Continental_and_insular
Eliomys quercinus,Continental_and_insular
Tlacuatzin canescens,Continental_and_insular
Moschus moschiferus,Continental_and_insular
Wallabia bicolor,Continental_and_insular
Cercartetus concinnus,Continental_and_insular
Dama dama,Continental_and_insular
Euoticus pallidus,Continental_and_insular
Euryzygomatomys spinosus,Continental_and_insular
Funambulus sublineatus,Continental_and_insular
Felis chaus,Continental_and_insular
Feroculus feroculus,Continental_and_insular
Funisciurus leucogenys,Continental_and_insular
Sciurocheirus alleni,Continental_and_insular
Gazella dorcas,Continental_and_insular
Galagoides zanzibaricus,Continental_and_insular
Galea spixii,Continental_and_insular
Giraffa camelopardalis,Continental_and_insular
Gulo gulo,Continental_and_insular
Graomys griseoflavus,Continental_and_insular
Hapalomys delacouri,Continental_and_insular
Heimyscus fumosus,Continental_and_insular
Helarctos malayanus,Continental_and_insular
Heteromys anomalus,Continental_and_insular
Hylopetes phayrei,Continental_and_insular
Rattus tiomanicus,Continental_and_insular
Ratufa affinis,Continental_and_insular
Hylobates agilis,Continental_and_insular
Hylobates lar,Continental_and_insular
Hylomyscus aeta,Continental_and_insular
Hylopetes alboniger,Continental_and_insular
Hystrix cristata,Continental_and_insular
Macrotis lagotis,Continental_and_insular
Lagorchestes conspicillatus,Continental_and_insular
Lagorchestes hirsutus,Continental_and_insular
Lariscus insignis,Continental_and_insular
Leggadina lakedownensis,Continental_and_insular
Lemmus lemmus,Continental_and_insular
Leontopithecus caissara,Continental_and_insular
Leopoldamys sabanus,Continental_and_insular
Leporillus conditor,Continental_and_insular
Lepus timidus,Continental_and_insular
Lestodelphys halli,Continental_and_insular
Sundasciurus hippurus,Continental_and_insular
Lontra canadensis,Continental_and_insular
Herpestes sanguineus,Continental_and_insular
Lynx canadensis,Continental_and_insular
Lutra lutra,Continental_and_insular
Lynx lynx,Continental_and_insular
Macaca fascicularis,Continental_and_insular
Macaca mulatta,Continental_and_insular
Macaca nemestrina,Continental_and_insular
Melursus ursinus,Continental_and_insular
Mandrillus leucophaeus,Continental_and_insular
Manis crassicaudata,Continental_and_insular
Smutsia gigantea,Continental_and_insular
Manis javanica,Continental_and_insular
Manis pentadactyla,Continental_and_insular
Phataginus tricuspis,Continental_and_insular
Marmosops fuscatus,Continental_and_insular
Martes martes,Continental_and_insular
Maxomys whiteheadi,Continental_and_insular
Maxomys rajah,Continental_and_insular
Maxomys surifer,Continental_and_insular
Melomys cervinipes,Continental_and_insular
Mesembriomys gouldii,Continental_and_insular
Mesembriomys macrurus,Continental_and_insular
Makalata didelphoides,Continental_and_insular
Mesomys stimulax,Continental_and_insular
Microtus thomasi,Continental_and_insular
Microtus arvalis,Continental_and_insular
Oligoryzomys magellanicus,Continental_and_insular
Microtus savii,Continental_and_insular
Symphalangus syndactylus,Continental_and_insular
Macaca leonina,Continental_and_insular
Mungos gambianus,Continental_and_insular
Muntiacus feae,Continental_and_insular
Mus cervicolor,Continental_and_insular
Necromys urichi,Continental_and_insular
Apodemus agrarius,Continental_and_insular
Apodemus mystacinus,Continental_and_insular
Apodemus peninsulae,Continental_and_insular
Apodemus sylvaticus,Continental_and_insular
Chaetodipus baileyi,Continental_and_insular
Geoxus valdivianus,Continental_and_insular
Crocidura shantungensis,Continental_and_insular
Petinomys genibarbis,Continental_and_insular
